altitude
time,h,h_0,h_1,h_2,h_3,
seconds,m,m,m,m,m,
5555.93817163,  3.97238500,  3.90800000,  4.07100000,  3.97300000,  3.94100000,
5556.03212166,  4.00541700,  3.97300000,  4.07100000,  3.97300000,  4.00600000,
5556.13309169,  3.98107200,  3.94100000,  4.03800000,  3.94100000,  4.00600000,
5556.22711182,  4.00568400,  4.00600000,  4.03800000,  3.97300000,  4.00600000,
5556.32104540,  3.97291200,  3.97300000,  4.00600000,  3.90800000,  4.00600000,
5556.41700578,  4.00456300,  4.00600000,  4.00600000,  3.90800000,  4.10300000,
5556.51291180,  3.96469700,  3.97300000,  3.97300000,  3.90800000,  4.00600000,
5556.61100674,  3.98863300,  3.97300000,  4.00600000,  3.90800000,  4.07100000,
5556.70965075,  3.98107200,  3.94100000,  4.00600000,  3.94100000,  4.03800000,
5556.80399299,  3.98081500,  3.90800000,  4.00600000,  3.97300000,  4.03800000,
5556.89904547,  3.98068400,  3.90800000,  4.03800000,  3.97300000,  4.00600000,
5556.99494100,  3.98863300,  3.90800000,  4.07100000,  4.00600000,  3.97300000,
5557.09406042,  3.99627900,  3.90800000,  4.10300000,  4.00600000,  3.97300000,
5557.19203329,  3.95613900,  3.87600000,  4.03800000,  3.97300000,  3.94100000,
5557.28713822,  3.98027000,  3.87600000,  4.07100000,  4.00600000,  3.97300000,
5557.38507080,  3.97217100,  3.87600000,  4.07100000,  4.00600000,  3.94100000,
5557.48037577,  3.98041800,  3.90800000,  4.07100000,  3.97300000,  3.97300000,
5557.57754850,  3.98863300,  3.90800000,  4.07100000,  4.00600000,  3.97300000,
5557.67119741,  3.98818000,  3.90800000,  4.10300000,  4.00600000,  3.94100000,
5557.76722002,  3.99691800,  3.90800000,  4.07100000,  4.00600000,  4.00600000,
5557.86462760,  3.97205400,  3.87600000,  4.07100000,  3.97300000,  3.97300000,
5557.95755386,  3.98863300,  3.90800000,  4.07100000,  3.97300000,  4.00600000,
5558.05662370,  3.99718900,  3.94100000,  4.07100000,  3.97300000,  4.00600000,
5558.15141630,  3.95613900,  3.87600000,  4.03800000,  3.94100000,  3.97300000,
5558.25044250,  3.99707300,  3.94100000,  4.03800000,  3.97300000,  4.03800000,
5558.34835720,  3.96469700,  3.90800000,  4.00600000,  3.97300000,  3.97300000,
5558.44457316,  4.00509100,  3.94100000,  4.07100000,  3.97300000,  4.03800000,
5558.54051971,  3.98107200,  3.94100000,  4.03800000,  3.94100000,  4.00600000,
5558.63635921,  4.01332000,  3.97300000,  4.07100000,  3.97300000,  4.03800000,
5558.73055768,  3.98027000,  3.87600000,  4.07100000,  3.97300000,  4.00600000,
5558.82947016,  4.02904100,  3.94100000,  4.13600000,  4.00600000,  4.03800000,
5558.92552042,  3.97814300,  3.81100000,  4.13600000,  4.00600000,  3.97300000,
5559.01951623,  4.00350900,  3.87600000,  4.13600000,  4.03800000,  3.97300000,
5559.11551881,  3.97052200,  3.81100000,  4.10300000,  4.00600000,  3.97300000,
5559.21374369,  4.00350900,  3.87600000,  4.13600000,  4.03800000,  3.97300000,
5559.30657268,  3.98785100,  3.87600000,  4.10300000,  4.00600000,  3.97300000,
5559.40868640,  4.01200300,  3.90800000,  4.13600000,  4.03800000,  3.97300000,
5559.50654340,  4.00418200,  3.90800000,  4.10300000,  4.03800000,  3.97300000,
5559.60073614,  3.97975300,  3.87600000,  4.10300000,  4.00600000,  3.94100000,
5559.69542027,  4.02115300,  3.94100000,  4.10300000,  4.03800000,  4.00600000,
5559.79246593,  3.98863300,  3.90800000,  4.07100000,  3.97300000,  4.00600000,
5559.88959360,  4.01318400,  3.94100000,  4.10300000,  4.00600000,  4.00600000,
5559.98543096,  3.97258500,  3.90800000,  4.03800000,  3.94100000,  4.00600000,
5560.08139157,  4.00464000,  3.94100000,  4.10300000,  3.94100000,  4.03800000,
5560.17866254,  3.95666400,  3.90800000,  4.00600000,  3.94100000,  3.97300000,
5560.26970315,  3.99718900,  3.94100000,  4.07100000,  3.97300000,  4.00600000,
5560.36628008,  3.97238500,  3.90800000,  4.07100000,  3.94100000,  3.97300000,
5560.46676540,  3.99745500,  3.94100000,  4.03800000,  4.00600000,  4.00600000,
5560.56149578,  3.95646400,  3.87600000,  4.00600000,  3.97300000,  3.97300000,
5560.65780640,  3.98917100,  3.94100000,  4.03800000,  3.97300000,  4.00600000,
5560.75372529,  3.99707300,  3.94100000,  4.03800000,  3.97300000,  4.03800000,
5560.85282707,  3.94869700,  3.90800000,  4.00600000,  3.94100000,  3.94100000,
5560.94584012,  3.98041800,  3.90800000,  4.07100000,  3.97300000,  3.97300000,
5561.04167724,  3.98107200,  3.94100000,  4.03800000,  3.94100000,  4.00600000,
5561.13775778,  3.96481400,  3.94100000,  4.00600000,  3.90800000,  4.00600000,
5561.23376226,  3.97323400,  3.94100000,  4.00600000,  3.94100000,  4.00600000,
5561.33070421,  3.98107200,  3.94100000,  4.03800000,  3.94100000,  4.00600000,
5561.43083572,  3.98891000,  3.94100000,  4.03800000,  3.94100000,  4.03800000,
5561.52175140,  3.99707300,  3.94100000,  4.03800000,  3.97300000,  4.03800000,
5561.61794591,  3.96481400,  3.90800000,  4.00600000,  3.94100000,  4.00600000,
5561.71686482,  3.97258500,  3.90800000,  4.03800000,  3.94100000,  4.00600000,
5561.81373310,  3.97292300,  3.94100000,  4.03800000,  3.94100000,  3.97300000,
5561.91311359,  3.98863300,  3.90800000,  4.07100000,  3.97300000,  4.00600000,
5562.00893354,  3.98917100,  3.94100000,  4.03800000,  3.97300000,  4.00600000,
5562.10491800,  4.00509100,  3.94100000,  4.07100000,  3.97300000,  4.03800000,
5562.20129800,  3.94831300,  3.90800000,  4.00600000,  3.90800000,  3.97300000,
5562.29740071,  3.98917100,  3.94100000,  4.03800000,  3.97300000,  4.00600000,
5562.39474320,  3.99718900,  3.94100000,  4.07100000,  3.97300000,  4.00600000,
5562.48890448,  3.98094000,  3.94100000,  4.07100000,  3.94100000,  3.97300000,
5562.58350945,  3.99718900,  3.94100000,  4.07100000,  3.97300000,  4.00600000,
5562.67901444,  3.96443600,  3.90800000,  4.03800000,  3.94100000,  3.97300000,
5562.77979589,  4.01370200,  3.97300000,  4.07100000,  4.00600000,  4.00600000,
5562.87380910,  3.97238500,  3.90800000,  4.07100000,  3.97300000,  3.94100000,
5562.97289038,  4.01370200,  3.97300000,  4.07100000,  4.00600000,  4.00600000,
5563.07174635,  3.98068400,  3.90800000,  4.03800000,  3.97300000,  4.00600000,
5563.16277719,  3.99733400,  3.97300000,  4.03800000,  3.97300000,  4.00600000,
5563.25958729,  3.98068400,  3.90800000,  4.03800000,  3.97300000,  4.00600000,
5563.35987639,  4.00509100,  3.94100000,  4.07100000,  3.97300000,  4.03800000,
5563.45373535,  3.97292300,  3.94100000,  3.97300000,  3.94100000,  4.03800000,
5563.55175972,  4.01332000,  3.97300000,  4.03800000,  3.97300000,  4.07100000,
5563.64831376,  3.98107200,  3.94100000,  4.03800000,  3.94100000,  4.00600000,
5563.74413157,  4.01357400,  3.94100000,  4.03800000,  4.00600000,  4.07100000,
5563.84027314,  3.97258500,  3.90800000,  4.03800000,  3.94100000,  4.00600000,
5563.93599868,  4.00547300,  3.94100000,  4.07100000,  4.00600000,  4.00600000,
5564.03205204,  3.99627900,  3.90800000,  4.10300000,  3.97300000,  4.00600000,
5564.13207936,  3.97258500,  3.90800000,  4.03800000,  4.00600000,  3.94100000,
5564.22622371,  4.02115300,  3.94100000,  4.10300000,  4.03800000,  4.00600000,
5564.32204437,  3.98068400,  3.90800000,  4.03800000,  4.00600000,  3.97300000,
5564.41800690,  4.02904100,  3.94100000,  4.13600000,  4.03800000,  4.00600000,
5564.51624846,  3.99693600,  3.90800000,  4.03800000,  4.03800000,  4.00600000,
5564.61304331,  4.00418200,  3.90800000,  4.10300000,  4.03800000,  3.97300000,
5564.70972228,  3.98817200,  3.87600000,  4.07100000,  4.03800000,  3.97300000,
5564.80398345,  3.99691800,  3.90800000,  4.07100000,  4.00600000,  4.00600000,
5564.89904761,  3.98917100,  3.94100000,  4.03800000,  3.97300000,  4.00600000,
5564.99296999,  4.00523600,  3.97300000,  4.03800000,  3.97300000,  4.03800000,
5565.09108615,  3.96469700,  3.97300000,  3.97300000,  3.90800000,  4.00600000,
5565.19215608,  3.98863300,  3.97300000,  4.00600000,  3.90800000,  4.07100000,
5565.28562689,  3.98863300,  3.97300000,  4.00600000,  3.90800000,  4.07100000,
5565.38620472,  3.98068400,  3.97300000,  4.00600000,  3.90800000,  4.03800000,
5565.48224783,  3.97258500,  3.94100000,  4.00600000,  3.90800000,  4.03800000,
5565.57496858,  3.96481400,  3.94100000,  4.00600000,  3.90800000,  4.00600000,
5565.67205548,  3.96443600,  3.90800000,  4.03800000,  3.94100000,  3.97300000,
5565.76703405,  3.95646400,  3.87600000,  4.00600000,  3.97300000,  3.97300000,
5565.86496496,  3.96443600,  3.90800000,  4.03800000,  3.97300000,  3.94100000,
5565.96223354,  3.95613900,  3.87600000,  4.03800000,  3.97300000,  3.94100000,
5566.05503941,  3.95613900,  3.87600000,  4.03800000,  3.94100000,  3.97300000,
5566.15112329,  3.94790400,  3.84300000,  4.00600000,  3.97300000,  3.97300000,
5566.24704385,  3.94843200,  3.87600000,  4.00600000,  3.94100000,  3.97300000,
5566.34812427,  3.94831300,  3.90800000,  4.00600000,  3.90800000,  3.97300000,
5566.44410205,  3.95639300,  3.90800000,  4.00600000,  3.90800000,  4.00600000,
5566.54003072,  3.95608400,  3.90800000,  4.03800000,  3.90800000,  3.97300000,
5566.63535404,  3.94831300,  3.90800000,  4.00600000,  3.90800000,  3.97300000,
5566.73150039,  3.94843200,  3.87600000,  4.00600000,  3.97300000,  3.94100000,
5566.82641482,  3.93916000,  3.84300000,  4.03800000,  3.97300000,  3.90800000,
5566.92252159,  3.96257000,  3.84300000,  4.10300000,  4.00600000,  3.90800000,
5567.01555419,  3.97034100,  3.84300000,  4.10300000,  4.03800000,  3.90800000,
5567.11237216,  3.96257000,  3.84300000,  4.10300000,  4.00600000,  3.90800000,
5567.20807719,  3.97217100,  3.87600000,  4.07100000,  4.00600000,  3.94100000,
5567.30670977,  3.96402100,  3.87600000,  4.07100000,  3.97300000,  3.94100000,
5567.40050864,  3.97238500,  3.90800000,  4.07100000,  3.97300000,  3.94100000,
5567.49819541,  3.98863300,  3.90800000,  4.07100000,  4.00600000,  3.97300000,
5567.59979415,  3.98837300,  3.90800000,  4.07100000,  4.03800000,  3.94100000,
5567.69594288,  3.98027000,  3.87600000,  4.07100000,  4.00600000,  3.97300000,
5567.78995562,  3.98053500,  3.90800000,  4.07100000,  4.00600000,  3.94100000,
5567.88260603,  3.98027000,  3.87600000,  4.07100000,  4.00600000,  3.97300000,
5567.98355079,  4.00418200,  3.90800000,  4.10300000,  4.03800000,  3.97300000,
5568.08077073,  3.97258500,  3.90800000,  4.03800000,  4.00600000,  3.94100000,
5568.17161441,  4.01318400,  3.94100000,  4.10300000,  4.00600000,  4.00600000,
5568.27274346,  3.98133300,  3.94100000,  4.00600000,  3.97300000,  4.00600000,
5568.36458850,  4.02115300,  3.94100000,  4.10300000,  4.00600000,  4.03800000,
5568.46033335,  3.96481400,  3.90800000,  4.00600000,  3.94100000,  4.00600000,
5568.55546570,  3.98068400,  3.90800000,  4.03800000,  3.97300000,  4.00600000,
5568.65715933,  3.98855400,  3.87600000,  4.07100000,  4.00600000,  4.00600000,
5568.75456476,  3.98863300,  3.90800000,  4.07100000,  3.97300000,  4.00600000,
5568.84763980,  3.97238700,  3.87600000,  4.03800000,  3.97300000,  4.00600000,
5568.94560266,  3.98027000,  3.87600000,  4.07100000,  3.97300000,  4.00600000,
5569.03957582,  3.94601600,  3.77800000,  4.07100000,  3.97300000,  3.97300000,
5569.13965082,  3.98041800,  3.90800000,  4.07100000,  3.97300000,  3.97300000,
5569.23554993,  3.97908900,  3.84300000,  4.10300000,  4.00600000,  3.97300000,
5569.32964253,  3.98027000,  3.87600000,  4.07100000,  4.00600000,  3.97300000,
5569.42359138,  3.98095500,  3.94100000,  4.03800000,  3.97300000,  3.97300000,
5569.51936913,  3.98068400,  3.90800000,  4.03800000,  3.97300000,  4.00600000,
5569.61917949,  3.96416500,  3.90800000,  4.03800000,  3.90800000,  4.00600000,
5569.71421409,  3.97258500,  3.90800000,  4.03800000,  3.94100000,  4.00600000,
5569.81225252,  3.97292300,  3.94100000,  4.03800000,  3.94100000,  3.97300000,
5569.90986133,  3.96443600,  3.90800000,  4.03800000,  3.94100000,  3.97300000,
5570.00738525,  3.97258500,  3.90800000,  4.03800000,  3.94100000,  4.00600000,
5570.10342813,  3.95593200,  3.90800000,  4.03800000,  3.87600000,  4.00600000,
5570.19799614,  3.97323400,  3.94100000,  4.00600000,  3.94100000,  4.00600000,
5570.29227400,  3.97323400,  3.94100000,  4.00600000,  3.94100000,  4.00600000,
5570.39109802,  3.96508500,  3.94100000,  4.00600000,  3.94100000,  3.97300000,
5570.48535204,  3.96481400,  3.90800000,  4.00600000,  3.94100000,  4.00600000,
5570.58048224,  3.96508500,  3.94100000,  4.00600000,  3.94100000,  3.97300000,
5570.67630482,  3.95666400,  3.90800000,  4.00600000,  3.94100000,  3.97300000,
5570.77330375,  3.94817100,  3.87600000,  4.03800000,  3.94100000,  3.94100000,
5570.86988688,  3.95666400,  3.90800000,  4.00600000,  3.94100000,  3.97300000,
5570.96643639,  3.96443600,  3.90800000,  4.03800000,  3.94100000,  3.97300000,
5571.06329727,  3.94831300,  3.90800000,  4.00600000,  3.90800000,  3.97300000,
5571.16244936,  3.94046400,  3.87600000,  4.00600000,  3.94100000,  3.94100000,
5571.25532126,  3.98095500,  3.94100000,  4.03800000,  3.97300000,  3.97300000,
5571.35531235,  3.95666400,  3.90800000,  4.00600000,  3.94100000,  3.97300000,
5571.44947672,  3.98095500,  3.94100000,  4.03800000,  3.97300000,  3.97300000,
5571.54638386,  3.98068400,  3.90800000,  4.03800000,  3.97300000,  4.00600000,
5571.64049959,  3.94896800,  3.94100000,  3.94100000,  3.94100000,  3.97300000,
5571.73628664,  3.98068400,  3.90800000,  4.03800000,  3.97300000,  4.00600000,
5571.83230615,  3.97323400,  3.94100000,  4.00600000,  3.94100000,  4.00600000,
5571.92876577,  3.98917100,  3.94100000,  4.03800000,  4.00600000,  3.97300000,
5572.02337408,  3.98095500,  3.94100000,  4.03800000,  3.97300000,  3.97300000,
5572.12507176,  3.99718900,  3.94100000,  4.07100000,  3.97300000,  4.00600000,
5572.22058773,  3.95646400,  3.87600000,  4.00600000,  3.97300000,  3.97300000,
5572.31344318,  3.98917100,  3.94100000,  4.03800000,  4.00600000,  3.97300000,
5572.41341949,  3.98863300,  3.90800000,  4.07100000,  3.97300000,  4.00600000,
5572.50555491,  3.98917100,  3.94100000,  4.03800000,  3.97300000,  4.00600000,
5572.60455680,  3.99691800,  3.90800000,  4.07100000,  4.00600000,  4.00600000,
5572.70164442,  3.99691800,  3.90800000,  4.07100000,  4.00600000,  4.00600000,
5572.79445243,  3.97238500,  3.90800000,  4.07100000,  3.97300000,  3.94100000,
5572.89058089,  3.98818000,  3.90800000,  4.10300000,  4.00600000,  3.94100000,
5572.98862624,  3.99627900,  3.90800000,  4.10300000,  4.00600000,  3.97300000,
5573.08452702,  3.98041800,  3.90800000,  4.07100000,  3.97300000,  3.97300000,
5573.17741895,  4.01344100,  3.94100000,  4.07100000,  4.00600000,  4.03800000,
5573.27658486,  3.95640600,  3.94100000,  4.03800000,  3.87600000,  3.97300000,
5573.37659359,  4.01332000,  3.97300000,  4.07100000,  3.97300000,  4.03800000,
5573.46948123,  3.96481400,  3.90800000,  4.00600000,  3.94100000,  4.00600000,
5573.56881332,  4.00490000,  3.94100000,  4.10300000,  3.97300000,  4.00600000,
5573.66456008,  3.95608400,  3.90800000,  4.03800000,  3.97300000,  3.90800000,
5573.75790524,  3.98041800,  3.90800000,  4.07100000,  3.97300000,  3.97300000,
5573.85363150,  3.98863300,  3.90800000,  4.07100000,  4.00600000,  3.97300000,
5573.95234680,  3.98041800,  3.90800000,  4.07100000,  3.97300000,  3.97300000,
5574.04949856,  3.97311700,  3.94100000,  4.00600000,  3.97300000,  3.97300000,
5574.14516163,  3.94858400,  3.90800000,  3.97300000,  3.94100000,  3.97300000,
5574.24068379,  3.95666400,  3.90800000,  4.00600000,  3.94100000,  3.97300000,
5574.33450770,  3.94843200,  3.94100000,  3.97300000,  3.87600000,  4.00600000,
5574.43671775,  3.95613900,  3.94100000,  3.97300000,  3.87600000,  4.03800000,
5574.53450084,  3.94046400,  3.94100000,  3.94100000,  3.87600000,  4.00600000,
5574.62553620,  3.94061600,  3.94100000,  3.94100000,  3.90800000,  3.97300000,
5574.72061515,  3.94858400,  3.94100000,  3.97300000,  3.90800000,  3.97300000,
5574.81953669,  3.92416600,  3.87600000,  3.97300000,  3.90800000,  3.94100000,
5574.91555977,  3.93217900,  3.87600000,  4.00600000,  3.90800000,  3.94100000,
5575.01351619,  3.92304400,  3.84300000,  4.03800000,  3.90800000,  3.90800000,
5575.10760283,  3.94008000,  3.87600000,  4.00600000,  3.97300000,  3.90800000,
5575.20066190,  3.93954400,  3.84300000,  4.03800000,  3.94100000,  3.94100000,
5575.29916883,  3.94817100,  3.87600000,  4.03800000,  3.94100000,  3.94100000,
5575.39150763,  3.94843200,  3.87600000,  4.00600000,  3.94100000,  3.97300000,
5575.49045610,  3.96469700,  3.90800000,  4.00600000,  3.97300000,  3.97300000,
5575.59146953,  3.96469700,  3.90800000,  4.00600000,  3.97300000,  3.97300000,
5575.68352461,  3.95613900,  3.87600000,  4.03800000,  3.97300000,  3.94100000,
5575.77957296,  3.95613900,  3.87600000,  4.03800000,  3.97300000,  3.94100000,
5575.87548018,  3.98068400,  3.90800000,  4.03800000,  4.00600000,  3.97300000,
5575.97547579,  3.98041800,  3.90800000,  4.07100000,  3.97300000,  3.97300000,
5576.07263660,  3.97246800,  3.90800000,  4.03800000,  3.97300000,  3.97300000,
5576.16695905,  3.98068400,  3.90800000,  4.03800000,  3.97300000,  4.00600000,
5576.26557159,  3.99707300,  3.94100000,  4.03800000,  3.97300000,  4.03800000,
5576.35865974,  3.97323400,  3.94100000,  4.00600000,  3.94100000,  4.00600000,
5576.45266819,  4.00515700,  3.97300000,  4.07100000,  3.94100000,  4.03800000,
5576.54921174,  3.97265200,  3.90800000,  4.00600000,  3.94100000,  4.03800000,
5576.64784360,  4.01358600,  3.97300000,  4.03800000,  4.00600000,  4.03800000,
5576.74788952,  3.99733400,  3.97300000,  4.03800000,  3.97300000,  4.00600000,
5576.84493876,  3.98917100,  3.94100000,  4.03800000,  4.00600000,  3.97300000,
5576.93984199,  4.01280300,  3.94100000,  4.10300000,  4.03800000,  3.97300000,
5577.03779149,  3.98068400,  3.90800000,  4.03800000,  4.00600000,  3.97300000,
5577.13079953,  4.00456300,  3.90800000,  4.10300000,  4.00600000,  4.00600000,
5577.22788787,  3.98818000,  3.90800000,  4.10300000,  4.00600000,  3.94100000,
5577.32403231,  4.01318400,  3.94100000,  4.10300000,  4.00600000,  4.00600000,
5577.42099738,  3.98000900,  3.87600000,  4.07100000,  4.03800000,  3.94100000,
5577.51584005,  4.00490000,  3.94100000,  4.10300000,  4.00600000,  3.97300000,
5577.61372519,  3.96443600,  3.90800000,  4.03800000,  3.94100000,  3.97300000,
5577.70909929,  3.99707300,  3.94100000,  4.03800000,  3.97300000,  4.03800000,
5577.80577040,  3.98133300,  3.94100000,  4.00600000,  3.97300000,  4.00600000,
5577.89998865,  4.00523600,  3.97300000,  4.03800000,  3.97300000,  4.03800000,
5578.00136304,  3.95658100,  3.94100000,  4.00600000,  3.87600000,  4.00600000,
5578.09585571,  3.99745500,  4.00600000,  4.00600000,  3.94100000,  4.03800000,
5578.19183779,  3.96441900,  3.94100000,  4.03800000,  3.87600000,  4.00600000,
5578.28919268,  3.99707300,  3.97300000,  4.03800000,  3.94100000,  4.03800000,
5578.38380575,  3.94014700,  3.90800000,  4.00600000,  3.87600000,  3.97300000,
5578.47989249,  3.98923500,  3.97300000,  4.03800000,  3.94100000,  4.00600000,
5578.57609916,  3.99718900,  3.94100000,  4.07100000,  3.97300000,  4.00600000,
5578.67480302,  3.94791900,  3.90800000,  4.03800000,  3.87600000,  3.97300000,
5578.76986909,  3.98917100,  3.94100000,  4.03800000,  3.97300000,  4.00600000,
5578.86146641,  3.99707300,  3.97300000,  4.03800000,  3.94100000,  4.03800000,
5578.95738363,  3.95673300,  3.94100000,  4.00600000,  3.90800000,  3.97300000,
5579.05546761,  3.98917100,  3.94100000,  4.03800000,  3.97300000,  4.00600000,
5579.15340781,  3.98095500,  3.94100000,  4.03800000,  3.97300000,  3.97300000,
5579.25150394,  3.98917100,  3.94100000,  4.03800000,  3.97300000,  4.00600000,
5579.34537983,  3.99718900,  3.94100000,  4.07100000,  3.97300000,  4.00600000,
5579.44150877,  3.95646800,  3.90800000,  4.03800000,  3.94100000,  3.94100000,
5579.53799772,  3.99733400,  3.97300000,  4.03800000,  3.97300000,  4.00600000,
5579.63455939,  3.97258500,  3.90800000,  4.03800000,  3.94100000,  4.00600000,
5579.72995973,  3.98917100,  3.94100000,  4.03800000,  3.97300000,  4.00600000,
5579.82997537,  3.97258500,  3.90800000,  4.03800000,  3.94100000,  4.00600000,
5579.92174983,  3.98909000,  3.94100000,  4.07100000,  3.94100000,  4.00600000,
5580.02181315,  4.00541700,  3.97300000,  4.07100000,  3.97300000,  4.00600000,
5580.12001204,  3.95693100,  3.90800000,  3.94100000,  3.97300000,  4.00600000,
5580.21710539,  4.01318400,  3.94100000,  4.10300000,  4.00600000,  4.00600000,
5580.31607676,  3.94858400,  3.90800000,  3.97300000,  3.94100000,  3.97300000,
5580.41017056,  4.00547300,  3.94100000,  4.07100000,  4.00600000,  4.00600000,
5580.50710607,  3.96469700,  3.90800000,  4.00600000,  3.97300000,  3.97300000,
5580.60124707,  4.00523600,  3.97300000,  4.03800000,  3.97300000,  4.03800000,
5580.69815493,  3.98095500,  3.97300000,  3.97300000,  3.94100000,  4.03800000,
5580.79418731,  4.02982100,  3.97300000,  4.07100000,  4.00600000,  4.07100000,
5580.89113617,  3.99733400,  3.97300000,  4.00600000,  3.97300000,  4.03800000,
5580.98834634,  3.94883200,  3.94100000,  3.90800000,  3.94100000,  4.00600000,
5581.08062100,  4.02982100,  3.97300000,  4.07100000,  4.00600000,  4.07100000,
5581.17735577,  3.98107200,  3.94100000,  4.00600000,  3.94100000,  4.03800000,
5581.27344203,  4.02167000,  4.00600000,  4.03800000,  3.97300000,  4.07100000,
5581.37337208,  3.97258500,  3.94100000,  4.00600000,  3.90800000,  4.03800000,
5581.47434640,  4.01332000,  3.97300000,  4.03800000,  3.97300000,  4.07100000,
5581.57139158,  3.98943200,  3.97300000,  4.00600000,  3.97300000,  4.00600000,
5581.66240430,  4.00547300,  3.94100000,  4.07100000,  4.00600000,  4.00600000,
5581.75835228,  3.97258500,  3.90800000,  4.03800000,  4.00600000,  3.94100000,
5581.85449386,  4.00547300,  3.94100000,  4.07100000,  4.00600000,  4.00600000,
5581.95050311,  3.96402100,  3.87600000,  4.07100000,  3.97300000,  3.94100000,
5582.05135942,  3.99560700,  3.87600000,  4.13600000,  4.00600000,  3.97300000,
5582.14738226,  3.97099000,  3.84300000,  4.10300000,  4.00600000,  3.94100000,
5582.24049997,  3.98785100,  3.87600000,  4.10300000,  4.00600000,  3.97300000,
5582.33444071,  3.98027000,  3.87600000,  4.07100000,  4.00600000,  3.97300000,
5582.43037963,  3.98068400,  3.90800000,  4.03800000,  3.97300000,  4.00600000,
5582.52860045,  3.98107200,  3.94100000,  4.03800000,  3.94100000,  4.00600000,
5582.62530684,  4.01370200,  4.00600000,  4.00600000,  3.97300000,  4.07100000,
5582.72646570,  3.98053500,  4.00600000,  3.94100000,  3.90800000,  4.07100000,
5582.81949234,  3.98837300,  4.03800000,  3.94100000,  3.90800000,  4.07100000,
5582.91451931,  3.99653600,  4.03800000,  3.97300000,  3.90800000,  4.07100000,
5583.01062655,  3.95658100,  4.00600000,  3.94100000,  3.87600000,  4.00600000,
5583.10945225,  3.98917100,  3.97300000,  4.00600000,  3.94100000,  4.03800000,
5583.20152521,  3.98133300,  3.97300000,  4.00600000,  3.94100000,  4.00600000,
5583.29791021,  3.98923500,  3.97300000,  4.03800000,  3.94100000,  4.00600000,
5583.39437914,  3.98095500,  3.94100000,  4.03800000,  3.97300000,  3.97300000,
5583.49059081,  3.98896800,  3.90800000,  4.03800000,  4.00600000,  4.00600000,
5583.58966637,  3.98896800,  3.90800000,  4.03800000,  4.00600000,  4.00600000,
5583.68967557,  3.98897300,  3.94100000,  4.07100000,  3.97300000,  3.97300000,
5583.78269839,  3.99718900,  3.94100000,  4.07100000,  3.97300000,  4.00600000,
5583.87931013,  3.94869700,  3.90800000,  4.00600000,  3.94100000,  3.94100000,
5583.97763491,  3.97246800,  3.90800000,  4.03800000,  3.97300000,  3.97300000,
5584.07273769,  3.98863300,  3.90800000,  4.07100000,  3.97300000,  4.00600000,
5584.16992402,  3.97246800,  3.90800000,  4.03800000,  3.97300000,  3.97300000,
5584.26406217,  3.94869700,  3.90800000,  4.00600000,  3.94100000,  3.94100000,
5584.36320662,  3.97246800,  3.90800000,  4.03800000,  3.97300000,  3.97300000,
5584.45780706,  3.95613900,  3.87600000,  4.03800000,  3.94100000,  3.97300000,
5584.55119896,  3.97323400,  3.94100000,  4.00600000,  3.94100000,  4.00600000,
5584.64716339,  3.98107200,  3.94100000,  4.03800000,  3.94100000,  4.00600000,
5584.74137044,  3.97323400,  3.94100000,  4.00600000,  3.94100000,  4.00600000,
5584.83962083,  3.98917100,  3.94100000,  4.03800000,  3.97300000,  4.00600000,
5584.94108868,  4.01344100,  3.94100000,  4.07100000,  4.00600000,  4.03800000,
5585.03871632,  3.95608400,  3.90800000,  4.03800000,  3.97300000,  3.90800000,
5585.13291526,  4.01318400,  3.94100000,  4.10300000,  4.00600000,  4.00600000,
5585.23083448,  3.99653600,  3.90800000,  4.07100000,  4.03800000,  3.97300000,
5585.32676172,  3.98041800,  3.90800000,  4.07100000,  3.97300000,  3.97300000,
5585.42279696,  4.01280300,  3.94100000,  4.10300000,  4.03800000,  3.97300000,
5585.51978660,  3.98863300,  3.90800000,  4.07100000,  4.00600000,  3.97300000,
5585.61298132,  4.02904100,  3.94100000,  4.13600000,  4.03800000,  4.00600000,
5585.70982981,  4.00488600,  3.90800000,  4.07100000,  4.03800000,  4.00600000,
5585.80800605,  4.02115300,  3.94100000,  4.10300000,  4.03800000,  4.00600000,
5585.90176082,  4.02167000,  3.97300000,  4.07100000,  4.00600000,  4.03800000,
5586.00162172,  4.00541700,  3.97300000,  4.07100000,  3.97300000,  4.00600000,
5586.10117793,  3.98133300,  3.94100000,  4.00600000,  3.97300000,  4.00600000,
5586.19596839,  4.02982100,  4.00600000,  4.07100000,  3.97300000,  4.07100000,
5586.29100060,  4.00523600,  3.97300000,  4.03800000,  3.97300000,  4.03800000,
5586.38604021,  4.01332000,  3.97300000,  4.07100000,  3.97300000,  4.03800000,
5586.48304081,  3.99718900,  3.94100000,  4.07100000,  3.97300000,  4.00600000,
5586.57977128,  3.99718900,  3.94100000,  4.07100000,  3.97300000,  4.00600000,
5586.67499971,  4.02167000,  3.97300000,  4.07100000,  4.00600000,  4.03800000,
5586.77197552,  4.01280300,  3.94100000,  4.10300000,  3.97300000,  4.03800000,
5586.86804557,  3.99692800,  3.94100000,  4.07100000,  3.94100000,  4.03800000,
5586.96408916,  4.01370200,  3.97300000,  4.07100000,  4.00600000,  4.00600000,
5587.06161070,  4.02167000,  3.97300000,  4.07100000,  4.00600000,  4.03800000,
